cnr,courtName,stateName,caseType,case_type_name,filing_date,decision_date,duration_days,duration_days_capped,duration_days_log,tier,filing_month,filing_day,filing_dayofweek,is_old_case,is_very_old_case
GJAN040011162023,Borsad Taluka Court,Gujarat,CS,Civil Suit,2023-04-15,2024-07-19,461,461.0,6.135564891081739,district,4,15,5,1,0
GJAH020067262022,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2022-05-13,2024-06-22,771,771.0,6.648984550024776,district,5,13,4,1,0
GJAH020067292022,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2022-05-13,2024-06-22,771,771.0,6.648984550024776,district,5,13,4,1,0
GJAH020067362022,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2022-05-13,2024-09-14,855,855.0,6.752270376141742,district,5,13,4,1,0
GJAH020067382022,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2022-05-13,2024-06-22,771,771.0,6.648984550024776,district,5,13,4,1,0
GJAH020067402022,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2022-05-13,2024-06-22,771,771.0,6.648984550024776,district,5,13,4,1,0
GJAH020067442022,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2022-05-13,2024-06-22,771,771.0,6.648984550024776,district,5,13,4,1,0
GJAH020067262024,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2024-05-03,2024-05-08,5,5.0,1.791759469228055,district,5,3,4,0,0
GJAH020067422022,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2022-05-13,2024-06-22,771,771.0,6.648984550024776,district,5,13,4,1,0
GJAH020074852022,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2022-06-01,2024-02-15,624,624.0,6.437751649736401,district,6,1,2,1,0
GJBN120000052012,vallabhipur_taluka Court,Gujarat,CS,Civil Suit,2012-04-12,2024-01-24,4304,4304.0,8.367532416861831,district,4,12,3,1,1
GJGN020108782023,Gandhinagar Civil Court,Gujarat,CS,Civil Suit,2023-09-21,2024-06-22,275,275.0,5.62040086571715,district,9,21,3,1,0
GJBN030013992024,ghogha_taluka Court,Gujarat,CS,Civil Suit,2024-10-21,2024-12-24,64,64.0,4.174387269895637,district,10,21,0,0,0
GJRJ140016842024,Taluka Court - Jasdan,Gujarat,CS,Civil Suit,2024-10-03,2024-11-11,39,39.0,3.6888794541139363,district,10,3,3,0,0
GJRJ140016812024,Taluka Court - Jasdan,Gujarat,CS,Civil Suit,2024-10-03,2024-12-14,72,72.0,4.290459441148391,district,10,3,3,0,0
GJRJ140016822024,Taluka Court - Jasdan,Gujarat,CS,Civil Suit,2024-10-03,2024-11-11,39,39.0,3.6888794541139363,district,10,3,3,0,0
GJKT170003972016,Family Court Bhuj,Gujarat,CS,Civil Suit,2016-08-16,2024-12-06,3034,3034.0,8.017966703493599,district,8,16,1,1,1
GJKT170003962022,Family Court Bhuj,Gujarat,CS,Civil Suit,2022-11-21,2024-06-10,567,567.0,6.342121418721152,district,11,21,0,1,0
GJGN030000572010,Dehgam Taluka Court,Gujarat,CS,Civil Suit,2010-04-03,2024-02-29,5080,5080.0,8.533263371593732,district,4,3,5,1,1
GJGN030003682019,Dehgam Taluka Court,Gujarat,CS,Civil Suit,2019-04-02,2024-07-18,1934,1934.0,7.5678626054638825,district,4,2,1,1,1
GJBN040007662024,talaja_taluka Courtt,Gujarat,CS,Civil Suit,2024-03-01,2024-07-02,123,123.0,4.820281565605037,district,3,1,4,0,0
GJAH070001382010,"CIVIL COURT, DHOLKA",Gujarat,CS,Civil Suit,2010-05-06,2024-03-21,5068,5068.0,8.53089883847235,district,5,6,3,1,1
GJDH060006502022,dhanpur_taluka court,Gujarat,CS,Civil Suit,2022-06-15,2024-10-09,847,847.0,6.742880635791903,district,6,15,2,1,0
GJDH070000182013,fatepura_taluka Court,Gujarat,CS,Civil Suit,2013-01-28,2024-03-09,4058,4058.0,8.308691916838898,district,1,28,0,1,1
GJBN030013892021,ghogha_taluka Court,Gujarat,CS,Civil Suit,2021-12-07,2024-03-16,830,830.0,6.7226297948554485,district,12,7,1,1,0
GJBN030013902023,ghogha_taluka Court,Gujarat,CS,Civil Suit,2023-07-11,2024-03-15,248,248.0,5.517452896464707,district,7,11,1,1,0
GJBN030013912023,ghogha_taluka Court,Gujarat,CS,Civil Suit,2023-07-11,2024-03-26,259,259.0,5.560681631015528,district,7,11,1,1,0
GJBN030013892023,ghogha_taluka Court,Gujarat,CS,Civil Suit,2023-07-11,2024-03-15,248,248.0,5.517452896464707,district,7,11,1,1,0
GJBN030013912021,ghogha_taluka Court,Gujarat,CS,Civil Suit,2021-12-07,2024-03-16,830,830.0,6.7226297948554485,district,12,7,1,1,0
GJMH190004882024,"FAMILY COURT-VISNAGAR, MAHESANA",Gujarat,CS,Civil Suit,2023-05-03,2024-11-06,553,553.0,6.317164686747284,district,5,3,2,1,0
GJMH190005002024,"FAMILY COURT-VISNAGAR, MAHESANA",Gujarat,CS,Civil Suit,2023-06-23,2024-12-31,557,557.0,6.324358962381311,district,6,23,4,1,0
GJMH190005842024,"FAMILY COURT-VISNAGAR, MAHESANA",Gujarat,CS,Civil Suit,2023-11-08,2024-07-12,247,247.0,5.5134287461649825,district,11,8,2,1,0
GJMH190005042024,"FAMILY COURT-VISNAGAR, MAHESANA",Gujarat,CS,Civil Suit,2023-06-27,2024-12-31,553,553.0,6.317164686747284,district,6,27,1,1,0
GJMH190005902024,"FAMILY COURT-VISNAGAR, MAHESANA",Gujarat,CS,Civil Suit,2023-12-04,2024-09-18,289,289.0,5.66988092298052,district,12,4,0,1,0
GJBN020054742019,bhavnagar_civil Court,Gujarat,CS,Civil Suit,2019-05-23,2024-01-10,1693,1693.0,7.434847875211999,district,5,23,3,1,1
GJGS060025142022,kodinar_taluka Court,Gujarat,CS,Civil Suit,2022-09-28,2024-04-05,555,555.0,6.320768294250582,district,9,28,2,1,0
GJGS060025162023,kodinar_taluka Court,Gujarat,CS,Civil Suit,2023-09-15,2024-05-03,231,231.0,5.44673737166631,district,9,15,4,1,0
GJGS060025142023,kodinar_taluka Court,Gujarat,CS,Civil Suit,2023-09-15,2024-05-03,231,231.0,5.44673737166631,district,9,15,4,1,0
GJKT110110652023,Gandhidham Taluka Court,Gujarat,CS,Civil Suit,2023-11-25,2024-06-22,210,210.0,5.351858133476067,district,11,25,5,1,0
GJKT110110662023,Gandhidham Taluka Court,Gujarat,CS,Civil Suit,2023-11-25,2024-06-14,202,202.0,5.313205979041787,district,11,25,5,1,0
GJKT110110642023,Gandhidham Taluka Court,Gujarat,CS,Civil Suit,2023-11-25,2024-10-09,319,319.0,5.768320995793772,district,11,25,5,1,0
GJMH170000342023,mahesana_family,Gujarat,CS,Civil Suit,2023-01-30,2024-08-08,556,556.0,6.322565239927284,district,1,30,0,1,0
GJMH170000382024,mahesana_family,Gujarat,CS,Civil Suit,2024-01-20,2024-03-27,67,67.0,4.219507705176107,district,1,20,5,0,0
GJMH170000342024,mahesana_family,Gujarat,CS,Civil Suit,2024-01-19,2024-03-28,69,69.0,4.248495242049359,district,1,19,4,0,0
GJAH090008322018,"CIVIL COURT, SANAND",Gujarat,CS,Civil Suit,2018-06-18,2024-10-15,2311,2311.0,7.7458682297922685,district,6,18,0,1,1
GJAH090008302020,"CIVIL COURT, SANAND",Gujarat,CS,Civil Suit,2020-12-09,2024-03-09,1186,1186.0,7.079184394609668,district,12,9,2,1,0
GJAH090008302020,"CIVIL COURT, SANAND",Gujarat,CS,Civil Suit,2020-12-09,2024-03-09,1186,1186.0,7.079184394609668,district,12,9,2,1,0
GJAH020016852024,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2024-01-31,2024-06-22,143,143.0,4.969813299576001,district,1,31,2,0,0
GJAH020067322022,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2022-05-13,2024-06-22,771,771.0,6.648984550024776,district,5,13,4,1,0
GJAH020067342022,CITY CIVIL AND SESSIONS COURT,Gujarat,CS,Civil Suit,2022-05-13,2024-06-22,771,771.0,6.648984550024776,district,5,13,4,1,0
GJKT120004162024,PRINCIPAL SENIOR CIVIL JUDGE COURT,Gujarat,CS,Civil Suit,2024-03-28,2024-12-14,261,261.0,5.568344503761097,district,3,28,3,0,0
GJAN050006182022,Khambhat Taluka,Gujarat,CS,Civil Suit,2022-03-23,2024-03-12,720,720.0,6.580639137284949,district,3,23,2,1,0
GJAN070000062022,Tarapur_Taluka Court,Gujarat,CS,Civil Suit,2022-01-07,2024-12-30,1088,1088.0,6.9930151229329605,district,1,7,4,1,0
GJAN070005982023,Tarapur_Taluka Court,Gujarat,CS,Civil Suit,2023-08-24,2024-06-22,303,303.0,5.717027701406222,district,8,24,3,1,0
GJAN090007762018,ANKLAV TALUKA COURT,Gujarat,CS,Civil Suit,2018-11-28,2024-03-16,1935,1935.0,7.568379267836522,district,11,28,2,1,1
GJKH150008622023,"FAMILY COURT, NADIAD",Gujarat,CS,Civil Suit,2023-12-29,2024-02-13,46,46.0,3.8501476017100584,district,12,29,4,1,0
GJKH150008632023,"FAMILY COURT, NADIAD",Gujarat,CS,Civil Suit,2023-12-29,2024-12-03,340,340.0,5.831882477283517,district,12,29,4,1,0
RJJD0C0000572016,CJ SD Shahpura,Rajasthan,CS,Civil Suit,2016-11-28,2024-11-18,2912,2912.0,7.976938756959434,district,11,28,0,1,1
RJHC010514952023,High Court of Rajasthan (Jodhpur),Rajasthan,CS,Civil Suit,2023-07-27,2024-04-18,266,266.0,5.58724865840025,hc,7,27,3,1,0
RJJD0A0004902016,ADJ Shahpura,Rajasthan,CS,Civil Suit,2016-01-23,2024-12-18,3252,3252.0,8.087332926473351,district,1,23,5,1,1
RJJD0A0004912012,ADJ Shahpura,Rajasthan,CS,Civil Suit,2012-10-30,2024-12-18,4432,4432.0,8.396831834745054,district,10,30,1,1,1
RJJD0A0004932024,ADJ Shahpura,Rajasthan,CS,Civil Suit,2024-05-28,2024-09-28,123,123.0,4.820281565605037,district,5,28,1,0,0
RJSK130000972021,SENIOR CIVIL JUDGE REENGUS TALUKA HQ,Rajasthan,CS,Civil Suit,2021-07-26,2024-09-28,1160,1160.0,7.057036981697891,district,7,26,0,1,0
RJSK130000982020,SENIOR CIVIL JUDGE REENGUS TALUKA HQ,Rajasthan,CS,Civil Suit,2020-08-14,2024-03-09,1303,1303.0,7.1731917424865985,district,8,14,4,1,0
RJSK130000982020,SENIOR CIVIL JUDGE REENGUS TALUKA HQ,Rajasthan,CS,Civil Suit,2020-08-14,2024-03-09,1303,1303.0,7.1731917424865985,district,8,14,4,1,0
RJSM0C0000392015,CJ JD - Khandar Taluka,Rajasthan,CS,Civil Suit,2015-07-29,2024-09-23,3344,3344.0,8.11522197256233,district,7,29,2,1,1
RJJM2B0022332020,Junior Civil Judge sanganer Court Complex,Rajasthan,CS,Civil Suit,2011-02-02,2024-04-30,4836,4836.0,8.484049972822984,district,2,2,2,1,1
RJJM2B0018692020,Junior Civil Judge sanganer Court Complex,Rajasthan,CS,Civil Suit,2019-08-27,2024-11-21,1913,1913.0,7.5569505720129,district,8,27,1,1,1
RJKT040002962016,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2016-03-17,2024-12-06,3186,3186.0,8.066835314417336,district,3,17,3,1,1
RJKT040002972022,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2022-03-11,2024-12-17,1012,1012.0,6.920671504248683,district,3,11,4,1,0
RJKT040002982016,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2016-02-12,2024-09-02,3125,3125.0,8.047509510981422,district,2,12,4,1,1
RJKT040002972024,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2024-03-21,2024-07-13,114,114.0,4.74493212836325,district,3,21,3,0,0
RJJR1B0000012018,Bhopalgarh Civil Cases,Rajasthan,CS,Civil Suit,2018-08-14,2024-09-20,2229,2229.0,7.709756864454165,district,8,14,1,1,1
RJJS010004362024,DJ ADJ-Jaisalmer District HQ,Rajasthan,CS,Civil Suit,2013-07-17,2024-12-09,4163,4163.0,8.33423142973486,district,7,17,2,1,1
RJJS010004342024,DJ ADJ-Jaisalmer District HQ,Rajasthan,CS,Civil Suit,2013-07-12,2024-08-16,4053,4053.0,8.307459327011946,district,7,12,4,1,1
RJKT040007972017,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2017-06-13,2024-05-09,2522,2522.0,7.833203948641057,district,6,13,1,1,1
RJKT040007972020,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2020-11-04,2024-05-20,1293,1293.0,7.165493475060845,district,11,4,2,1,0
RJKT040007972020,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2020-11-04,2024-05-20,1293,1293.0,7.165493475060845,district,11,4,2,1,0
RJKT040007992013,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2013-10-31,2024-09-04,3961,3961.0,8.284504227258497,district,10,31,3,1,1
RJKT040007992024,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2024-08-08,2024-09-28,51,51.0,3.9512437185814275,district,8,8,3,0,0
RJKT040008022017,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2017-06-14,2024-05-30,2542,2542.0,7.841099765422119,district,6,14,2,1,1
RJSM0E0000772016,CJ JD - Bamanwas Taluka,Rajasthan,CS,Civil Suit,2016-12-09,2024-01-31,2609,2609.0,7.867105500316739,district,12,9,4,1,1
RJSM0E0000652023,CJ JD - Bamanwas Taluka,Rajasthan,CS,Civil Suit,2023-05-24,2024-08-03,437,437.0,6.082218910376446,district,5,24,2,1,0
RJSG280000132024,CJ JD Sadulsahar Taluka,Rajasthan,CS,Civil Suit,2024-03-12,2024-12-10,273,273.0,5.6131281063880705,district,3,12,1,0,0
RJSG280000052024,CJ JD Sadulsahar Taluka,Rajasthan,CS,Civil Suit,2024-02-16,2024-07-19,154,154.0,5.043425116919247,district,2,16,4,0,0
RJSG280000102024,CJ JD Sadulsahar Taluka,Rajasthan,CS,Civil Suit,2024-03-01,2024-07-15,136,136.0,4.919980925828125,district,3,1,4,0,0
RJSG280000222024,CJ JD Sadulsahar Taluka,Rajasthan,CS,Civil Suit,2024-04-08,2024-07-13,96,96.0,4.574710978503383,district,4,8,0,0,0
RJSG280000212024,CJ JD Sadulsahar Taluka,Rajasthan,CS,Civil Suit,2024-03-30,2024-11-25,240,240.0,5.484796933490655,district,3,30,5,0,0
RJSG280000032023,CJ JD Sadulsahar Taluka,Rajasthan,CS,Civil Suit,2023-07-19,2024-07-13,360,360.0,5.8888779583328805,district,7,19,2,1,0
RJSM110003062024,FAMILY Sawai Madhopur HQ,Rajasthan,CS,Civil Suit,2024-04-25,2024-12-22,241,241.0,5.488937726156687,district,4,25,3,0,0
RJJM2B0007412024,Junior Civil Judge sanganer Court Complex,Rajasthan,CS,Civil Suit,2024-03-15,2024-07-11,118,118.0,4.77912349311153,district,3,15,4,0,0
RJJM2B0007612020,Junior Civil Judge sanganer Court Complex,Rajasthan,CS,Civil Suit,2014-09-17,2024-07-04,3578,3578.0,8.182838710766026,district,9,17,2,1,1
RJJM2B0007632020,Junior Civil Judge sanganer Court Complex,Rajasthan,CS,Civil Suit,2013-07-06,2024-02-21,3882,3882.0,8.264363329731667,district,7,6,5,1,1
RJJM2B0022502020,Junior Civil Judge sanganer Court Complex,Rajasthan,CS,Civil Suit,2014-04-30,2024-07-04,3718,3718.0,8.22121009392507,district,4,30,2,1,1
RJJM2B0022542020,Junior Civil Judge sanganer Court Complex,Rajasthan,CS,Civil Suit,2015-05-11,2024-07-02,3340,3340.0,8.114025442356757,district,5,11,0,1,1
RJJM2B0007572021,Junior Civil Judge sanganer Court Complex,Rajasthan,CS,Civil Suit,2021-08-18,2024-07-25,1072,1072.0,6.9782137426306985,district,8,18,2,1,0
RJJR060001642020,JM Civil - Pipar,Rajasthan,CS,Civil Suit,2020-12-21,2024-03-05,1170,1170.0,7.065613363597717,district,12,21,0,1,0
RJJR060001642020,JM Civil - Pipar,Rajasthan,CS,Civil Suit,2020-12-21,2024-03-05,1170,1170.0,7.065613363597717,district,12,21,0,1,0
RJJR060001632020,JM Civil - Pipar,Rajasthan,CS,Civil Suit,2020-12-18,2024-01-12,1120,1120.0,7.02197642307216,district,12,18,4,1,0
RJJR060001632020,JM Civil - Pipar,Rajasthan,CS,Civil Suit,2020-12-18,2024-01-12,1120,1120.0,7.02197642307216,district,12,18,4,1,0
RJAJ160000212015,JM-KEKRI TALUKA (CIVIL),Rajasthan,CS,Civil Suit,2015-01-05,2024-09-30,3556,3556.0,8.176672771948455,district,1,5,0,1,1
RJAJ160000222023,JM-KEKRI TALUKA (CIVIL),Rajasthan,CS,Civil Suit,2023-01-10,2024-03-18,433,433.0,6.073044534100405,district,1,10,1,1,0
RJJM2A0000402024,Senior Civil Judge Sanganer Court Complex,Rajasthan,CS,Civil Suit,2024-02-01,2024-09-28,240,240.0,5.484796933490655,district,2,1,3,0,0
RJJR030000692021,CJ SD -Jodhpur District HQ,Rajasthan,CS,Civil Suit,2020-10-27,2024-09-28,1432,1432.0,7.267525427828172,district,10,27,1,1,0
RJJR030000692021,CJ SD -Jodhpur District HQ,Rajasthan,CS,Civil Suit,2020-10-27,2024-09-28,1432,1432.0,7.267525427828172,district,10,27,1,1,0
RJDS110004122024,ADJ - Mahwa Court Complex,Rajasthan,CS,Civil Suit,2024-07-16,2024-12-22,159,159.0,5.075173815233827,district,7,16,1,0,0
RJDS110004182023,ADJ - Mahwa Court Complex,Rajasthan,CS,Civil Suit,2023-08-01,2024-01-11,163,163.0,5.099866427824199,district,8,1,1,1,0
RJDS110004232023,ADJ - Mahwa Court Complex,Rajasthan,CS,Civil Suit,2023-08-02,2024-03-09,220,220.0,5.3981627015177525,district,8,2,2,1,0
RJSG0B0000082024,CJ SD - ANUPGARH TALUKA,Rajasthan,CS,Civil Suit,2024-03-01,2024-09-28,211,211.0,5.356586274672012,district,3,1,4,0,0
RJBH270011932022,Family-Bharatpur District HQ,Rajasthan,CS,Civil Suit,2022-10-11,2024-03-04,510,510.0,6.236369590203704,district,10,11,1,1,0
RJSM070001082023,ADJ - Gangapur City Taluka,Rajasthan,CS,Civil Suit,2023-01-31,2024-03-09,403,403.0,6.0014148779611505,district,1,31,1,1,0
RJSM070007652015,ADJ - Gangapur City Taluka,Rajasthan,CS,Civil Suit,2015-08-03,2024-12-09,3416,3416.0,8.136518252115291,district,8,3,0,1,1
RJSK1E0004942024,ADJ DANTARAMGARH TALUKA HQ,Rajasthan,CS,Civil Suit,2024-09-27,2024-09-28,1,1.0,0.6931471805599453,district,9,27,4,0,0
RJSK1E0004912023,ADJ DANTARAMGARH TALUKA HQ,Rajasthan,CS,Civil Suit,2023-11-09,2024-11-05,362,362.0,5.8944028342648505,district,11,9,3,1,0
RJKR040000052022,CJ JD-Karauli District HQ,Rajasthan,CS,Civil Suit,2022-01-15,2024-08-20,948,948.0,6.855408798609928,district,1,15,5,1,0
RJDS080000172024,CJ SD-Bandikui Court Complex,Rajasthan,CS,Civil Suit,2024-04-02,2024-09-28,179,179.0,5.19295685089021,district,4,2,1,0,0
RJDS090001632022,CJ JD-Bandikui Court Complex,Rajasthan,CS,Civil Suit,2022-10-11,2024-07-26,654,654.0,6.484635235635252,district,10,11,1,1,0
RJJM280012252021,DJ ADJ Sanganer Court Complex,Rajasthan,CS,Civil Suit,2021-09-01,2024-01-29,880,880.0,6.78105762593618,district,9,1,2,1,0
RJKR080002242018,CJ SD- TALUKA HINDAUN,Rajasthan,CS,Civil Suit,2018-12-24,2024-07-09,2024,2024.0,7.613324979540639,district,12,24,0,1,1
RJJU0E0007542023,Commercial-Jodhpur Metro HQ,Rajasthan,CS,Civil Suit,2023-08-08,2024-12-10,490,490.0,6.19644412779452,district,8,8,1,1,0
RJJU0E0007552023,Commercial-Jodhpur Metro HQ,Rajasthan,CS,Civil Suit,2023-08-08,2024-10-10,429,429.0,6.063785208687608,district,8,8,1,1,0
RJJU0E0007522023,Commercial-Jodhpur Metro HQ,Rajasthan,CS,Civil Suit,2023-08-10,2024-09-25,412,412.0,6.023447592961033,district,8,10,3,1,0
RJHC020088562014,High Court of Rajasthan (Jaipur),Rajasthan,CS,Civil Suit,2014-07-02,2024-10-09,3752,3752.0,8.23031079913502,hc,7,2,2,1,1
RJHC020128452015,High Court of Rajasthan (Jaipur),Rajasthan,CS,Civil Suit,2015-04-20,2024-04-20,3288,3288.0,8.098338846189057,hc,4,20,0,1,1
RJHG040000262022,MJM AMJM-Hanumangarh District HQ,Rajasthan,CS,Civil Suit,2022-02-11,2024-12-05,1028,1028.0,6.9363427358340495,district,2,11,4,1,0
RJJU040012682017,CJ JD Jodhpur Metro HQ,Rajasthan,CS,Civil Suit,2017-09-15,2024-01-09,2307,2307.0,7.744136627627991,district,9,15,4,1,1
RJHC020175962015,High Court of Rajasthan (Jaipur),Rajasthan,CS,Civil Suit,2015-11-30,2024-04-23,3067,3067.0,8.028781162487146,hc,11,30,0,1,1
RJHG0E0001272023,MJM-BHADRA TALUKA HQ,Rajasthan,CS,Civil Suit,2023-05-12,2024-07-13,428,428.0,6.061456918928017,district,5,12,4,1,0
RJHG0E0001312019,MJM-BHADRA TALUKA HQ,Rajasthan,CS,Civil Suit,2019-12-21,2024-07-13,1666,1666.0,7.418780882750794,district,12,21,5,1,1
RJHG0E0001312024,MJM-BHADRA TALUKA HQ,Rajasthan,CS,Civil Suit,2024-07-30,2024-09-28,60,60.0,4.110873864173311,district,7,30,1,0,0
RJHG0E0001312018,MJM-BHADRA TALUKA HQ,Rajasthan,CS,Civil Suit,2018-08-04,2024-07-18,2175,2175.0,7.685243607975833,district,8,4,5,1,1
RJBR030000332022,CJ SD - Baran HQ,Rajasthan,CS,Civil Suit,2022-08-05,2024-03-09,582,582.0,6.368187186350492,district,8,5,4,1,0
RJAL190009212021,ADJ - Laxmangarh HQ,Rajasthan,CS,Civil Suit,2021-11-08,2024-12-07,1125,1125.0,7.026426808699636,district,11,8,0,1,0
RJRS0D0000332020,CJ SD-Deogarh Taluka,Rajasthan,CS,Civil Suit,2020-07-17,2024-09-28,1534,1534.0,7.336285660021297,district,7,17,4,1,0
RJRS0D0000332020,CJ SD-Deogarh Taluka,Rajasthan,CS,Civil Suit,2020-07-17,2024-09-28,1534,1534.0,7.336285660021297,district,7,17,4,1,0
RJAL1B0000142021,CJ SD - Laxmangarh HQ,Rajasthan,CS,Civil Suit,2021-04-23,2024-01-04,986,986.0,6.894670039433482,district,4,23,4,1,0
RJRS0D0000312017,CJ SD-Deogarh Taluka,Rajasthan,CS,Civil Suit,2017-12-01,2024-12-09,2565,2565.0,7.850103545175582,district,12,1,4,1,1
RJRS0D0000312023,CJ SD-Deogarh Taluka,Rajasthan,CS,Civil Suit,2023-08-05,2024-08-03,364,364.0,5.8998973535824915,district,8,5,5,1,0
RJTK010006692017,DJ ADJ - Tonk HQ,Rajasthan,CS,Civil Suit,2017-04-28,2024-07-22,2642,2642.0,7.879669914604289,district,4,28,4,1,1
RJBD0D0000102024,CJ JD - Nainwan Taluka,Rajasthan,CS,Civil Suit,2024-02-01,2024-05-29,118,118.0,4.77912349311153,district,2,1,3,0,0
RJBD110000052024,CJ JD - Lakheri Taluka,Rajasthan,CS,Civil Suit,2024-02-23,2024-07-13,141,141.0,4.955827057601261,district,2,23,4,0,0
RJBD110000072024,CJ JD - Lakheri Taluka,Rajasthan,CS,Civil Suit,2024-04-24,2024-09-28,157,157.0,5.062595033026967,district,4,24,2,0,0
RJAJ170008362023,ADJ-KISHANGARH TALUKA (CRIMINAL AND CIVIL),Rajasthan,CS,Civil Suit,2023-06-28,2024-07-13,381,381.0,5.945420608606575,district,6,28,2,1,0
RJAJ170008392017,ADJ-KISHANGARH TALUKA (CRIMINAL AND CIVIL),Rajasthan,CS,Civil Suit,2017-10-31,2024-12-02,2589,2589.0,7.859413154693583,district,10,31,1,1,1
RJJW0D0000022020,CJ SD - Bhawanimandi Jhalawar District,Rajasthan,CS,Civil Suit,2020-02-29,2024-01-03,1404,1404.0,7.247792581767846,district,2,29,5,1,0
RJJW0D0000022020,CJ SD - Bhawanimandi Jhalawar District,Rajasthan,CS,Civil Suit,2020-02-29,2024-01-03,1404,1404.0,7.247792581767846,district,2,29,5,1,0
RJJW0D0000052024,CJ SD - Bhawanimandi Jhalawar District,Rajasthan,CS,Civil Suit,2024-07-08,2024-12-22,167,167.0,5.123963979403259,district,7,8,0,0,0
RJAJ130001662022,ADJ-KEKRI TALUKA,Rajasthan,CS,Civil Suit,2022-02-17,2024-06-01,835,835.0,6.728628613084702,district,2,17,3,1,0
RJBD0C0000072024,CJ SD - Nainwan Taluka,Rajasthan,CS,Civil Suit,2024-05-17,2024-09-28,134,134.0,4.90527477843843,district,5,17,4,0,0
RJJT260000422019,JUNIOR CIVIL JUDGE CHOMU COURT COMPLEX II,Rajasthan,CS,Civil Suit,2017-07-19,2024-03-19,2435,2435.0,7.798112628829788,district,7,19,2,1,1
RJJH0D0000012022,MJM-Chirawa Taluka HQ (CIV.),Rajasthan,CS,Civil Suit,2022-01-27,2024-03-26,789,789.0,6.672032945461067,district,1,27,3,1,0
RJJH0D0000012024,MJM-Chirawa Taluka HQ (CIV.),Rajasthan,CS,Civil Suit,2024-01-10,2024-03-09,59,59.0,4.0943445622221,district,1,10,2,0,0
RJJR150000152022,CJ JD Bilara,Rajasthan,CS,Civil Suit,2001-01-05,2024-07-05,8582,6561.850000000007,9.05753878171822,district,1,5,4,1,1
RJJR150000212022,CJ JD Bilara,Rajasthan,CS,Civil Suit,2010-06-16,2024-05-30,5097,5097.0,8.53660358493606,district,6,16,2,1,1
RJHC020694582013,High Court of Rajasthan (Jaipur),Rajasthan,CS,Civil Suit,2013-05-15,2024-09-09,4135,4135.0,8.327484416188264,hc,5,15,2,1,1
RJHC020692572019,High Court of Rajasthan (Jaipur),Rajasthan,CS,Civil Suit,2019-08-05,2024-04-20,1720,1720.0,7.450660796211539,hc,8,5,0,1,1
RJKT040006552020,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2020-09-16,2024-04-02,1294,1294.0,7.166265974133638,district,9,16,2,1,0
RJKT040006552020,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2020-09-16,2024-04-02,1294,1294.0,7.166265974133638,district,9,16,2,1,0
RJJH030000432019,CJ SD -Jhunjhunu District HQ,Rajasthan,CS,Civil Suit,2017-09-06,2024-07-20,2509,2509.0,7.828038032125829,district,9,6,2,1,1
RJKT040006572014,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2014-02-28,2024-10-19,3886,3886.0,8.265392930852224,district,2,28,4,1,1
RJKT040008892020,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2020-11-25,2024-07-13,1326,1326.0,7.190676034332207,district,11,25,2,1,0
RJKT040008892020,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2020-11-25,2024-07-13,1326,1326.0,7.190676034332207,district,11,25,2,1,0
RJKT040008862022,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2022-07-25,2024-07-18,724,724.0,6.586171654854675,district,7,25,0,1,0
RJKT040008862014,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2014-09-12,2024-07-20,3599,3599.0,8.1886891244442,district,9,12,4,1,1
RJKT040008902022,CJ JD - Kota HQ,Rajasthan,CS,Civil Suit,2022-07-25,2024-02-20,575,575.0,6.3561076606958915,district,7,25,0,1,0
MLHC010010422024,High Court of Meghalaya,Meghalaya,BA,Bail Application,2024-09-19,2024-11-07,49,49.0,3.912023005428146,hc,9,19,3,0,0
