case_id,case_type,domain,sub_category,state,district,intensity_level,mediation_willingness,settlement_possibility,legal_complexity,time_to_resolve_days,financial_impact,number_of_parties,eligibility_score,mediation_eligible
CASE04032,Motor Accident Claims,Civil Law,Torts-Motor Accident,Uttar Pradesh,Noida,Medium,10,9,6,161,4,2,78.2,Yes
CASE04033,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Tamil Nadu,Salem,Medium,6,5,6,394,9,2,53.56,Conditional
CASE04034,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Haryana,Gurugram,Low,1,9,6,383,10,6,46,Conditional
CASE04035,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Gujarat,Jamnagar,Low,10,7,3,399,3,6,85,Yes
CASE04036,Bail Applications,Criminal Law,IPC-Hurt,Gujarat,Surat,Medium,10,10,5,273,7,5,54,Conditional
CASE04037,Labour & Employment Disputes,Labour Law,Harassment-Sexual,Punjab,Amritsar,Low,6,10,3,248,6,5,71,Yes
CASE04038,Consumer Protection,Consumer Law,Services-Health,Gujarat,Vadodara,Medium,8,5,4,57,6,5,74,Yes
CASE04039,Criminal Appeals,Criminal Law,IPC-Hurt,Bihar,Patna,Medium,3,6,7,341,2,5,26.4,No
CASE04040,Property Disputes,Property Law,Mortgage-Dispute,Delhi,North Delhi,Medium,6,2,4,31,9,2,62.64,Yes
CASE04041,Consumer Protection,Consumer Law,Practices-E-commerce,Gujarat,Rajkot,Low,6,3,4,222,7,4,79,Yes
CASE04042,Medical Negligence,Civil Law,Services-Health,Maharashtra,Thane,Low,6,5,9,56,10,4,73.5,Yes
CASE04043,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Phishing,Kerala,Alappuzha,Medium,1,10,7,325,9,5,29.7,No
CASE04044,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Punjab,Patiala,Medium,5,1,4,143,6,4,47,Conditional
CASE04045,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Gujarat,Vadodara,Medium,5,9,4,236,5,5,40,Conditional
CASE04046,Medical Negligence,Civil Law,Torts-Medical Negligence,Bihar,Patna,Low,4,4,9,303,4,2,58.96,Conditional
CASE04047,Company / Insolvency (NCLT-NCLAT),Corporate Law,Oppression-Mismanagement,Kerala,Kochi,Low,9,10,8,123,2,6,61.6,Yes
CASE04048,Human Rights & PIL,Constitutional Law,PIL-Public Interest,Delhi,South Delhi,Medium,2,6,8,270,9,4,0,No
CASE04049,Consumer Protection,Consumer Law,Products-Vehicles,West Bengal,Howrah,High,9,4,4,172,4,4,54,Conditional
CASE04050,Family Disputes,Family Law,Child Custody-Physical,West Bengal,Durgapur,Medium,10,5,6,53,9,3,82,Yes
CASE04051,Medical Negligence,Civil Law,Torts-Medical Negligence,Assam,Guwahati,Medium,9,4,3,356,6,4,82,Yes
CASE04052,Banking & Debt Recovery,Corporate Law,Insolvency,Rajasthan,Udaipur,Medium,5,6,9,387,7,5,24.18,No
CASE04053,Writ Petitions,Constitutional Law,Writ-Habeas Corpus,Rajasthan,Jaipur,Low,4,7,5,247,7,4,33.48,No
CASE04054,Environmental Law,Criminal Law,Environment-Forest,Punjab,Ludhiana,Low,6,10,3,344,4,3,56,Conditional
CASE04055,Intellectual Property,Civil Law,Copyright,Delhi,New Delhi,Medium,10,9,8,236,7,6,70.2,Yes
CASE04056,Criminal Appeals,Criminal Law,IPC-Murder,Uttar Pradesh,Meerut,Medium,5,4,5,202,1,5,34.04,No
CASE04057,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Punjab,Patiala,Medium,6,2,8,319,3,3,24,No
CASE04058,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Bihar,Patna,Medium,2,8,6,131,6,3,29.04,No
CASE04059,Bail Applications,Criminal Law,IPC-Murder,Gujarat,Bhavnagar,Low,7,10,9,328,9,2,46,Conditional
CASE04060,Consumer Protection,Consumer Law,Practices-Misleading Ads,Karnataka,Gulbarga,Low,6,1,3,232,2,3,81.12,Yes
CASE04061,Civil Suits,Civil Law,Contract-Breach,Bihar,Patna,Medium,4,1,6,266,8,2,54.56,Conditional
CASE04062,Bail Applications,Criminal Law,IPC-Hurt,Maharashtra,Mumbai,Low,1,7,5,325,1,2,49.35,Conditional
CASE04063,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Cyber Stalking,Gujarat,Bhavnagar,Medium,7,1,6,199,5,5,45,Conditional
CASE04064,Criminal Appeals,Criminal Law,IPC-Hurt,West Bengal,Kolkata,Medium,1,6,4,173,10,3,25,No
CASE04065,Property Disputes,Property Law,Land-Boundary,Bihar,Patna,Medium,1,5,3,64,3,4,39.6,No
CASE04066,Labour & Employment Disputes,Labour Law,Wages-Overtime,Karnataka,Davangere,Medium,4,6,3,152,3,4,57.2,Conditional
CASE04067,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Delhi,West Delhi,Medium,10,2,4,351,5,5,70.2,Yes
CASE04068,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 14,Assam,Guwahati,Medium,7,3,7,271,4,6,25,No
CASE04069,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Madhya Pradesh,Jabalpur,Low,6,1,3,372,10,2,40,Conditional
CASE04070,Consumer Protection,Consumer Law,Services-Health,Madhya Pradesh,Gwalior,High,1,10,3,333,1,4,30,No
CASE04071,Civil Suits,Civil Law,Property-Title,Maharashtra,Thane,Medium,2,10,8,137,8,2,40.95,Conditional
CASE04072,Labour & Employment Disputes,Labour Law,Service-Promotion,Delhi,Central Delhi,Medium,3,8,7,233,8,5,51.84,Conditional
CASE04073,Criminal Appeals,Criminal Law,IPC-Cheating,Kerala,Kollam,Medium,7,6,3,289,10,6,45.1,Conditional
CASE04074,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Madhya Pradesh,Ujjain,Medium,8,8,3,177,5,3,48,Conditional
CASE04075,Civil Suits,Civil Law,Property-Title,Kerala,Thiruvananthapuram,Medium,1,5,3,252,8,3,59.4,Conditional
CASE04076,Writ Petitions,Constitutional Law,Writ-Habeas Corpus,Tamil Nadu,Chennai,High,9,8,5,90,8,4,12.36,No
CASE04077,Criminal Appeals,Criminal Law,IPC-Cheating,Delhi,South Delhi,Medium,7,3,4,86,4,2,51.84,Conditional
CASE04078,Cyber Crime & IT Act,Criminal Law,IPC-Cheating,Rajasthan,Ajmer,Medium,6,4,3,175,8,6,43.71,Conditional
CASE04079,Company / Insolvency (NCLT-NCLAT),Corporate Law,Arbitration-Enforcement,Punjab,Bathinda,Medium,9,7,5,48,10,6,55,Conditional
CASE04080,Environmental Law,Criminal Law,Environment-Forest,Maharashtra,Navi Mumbai,Medium,10,3,7,338,9,5,63,Yes
CASE04081,Labour & Employment Disputes,Labour Law,Wages-Minimum,Uttar Pradesh,Allahabad,High,8,1,7,374,4,3,37.72,No
CASE04082,Civil Suits,Civil Law,Property-Title,Gujarat,Surat,Medium,6,8,6,164,8,5,65,Yes
CASE04083,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 19,Bihar,Muzaffarpur,High,6,5,6,341,9,4,4.4,No
CASE04084,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Kerala,Kollam,Medium,1,6,9,331,3,5,19.8,No
CASE04085,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Assam,Silchar,Medium,1,10,6,39,8,3,28,No
CASE04086,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Hacking,Karnataka,Mysore,Medium,3,7,6,129,2,2,30.16,No
CASE04087,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 21,Bihar,Bhagalpur,Medium,10,2,5,125,3,3,32.56,No
CASE04088,Family Disputes,Family Law,Child Custody-Legal,Kerala,Kollam,Low,8,3,3,116,1,3,97.9,Yes
CASE04089,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Punjab,Chandigarh,High,5,6,4,295,9,4,23,No
CASE04090,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Maharashtra,Solapur,Medium,2,1,6,133,8,5,29.4,No
CASE04091,Criminal Appeals,Criminal Law,IPC-Cheating,Madhya Pradesh,Bhopal,Low,10,10,6,123,3,4,69,Yes
CASE04092,Civil Suits,Civil Law,Contract-Breach,Punjab,Chandigarh,Low,2,7,7,210,9,2,66,Yes
CASE04093,Consumer Protection,Consumer Law,Practices-Misleading Ads,Tamil Nadu,Coimbatore,Low,8,7,9,234,7,6,65.92,Yes
CASE04094,Banking & Debt Recovery,Corporate Law,Insolvency,West Bengal,Durgapur,Medium,5,10,3,321,7,2,45,Conditional
CASE04095,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Assam,Jorhat,Medium,3,10,3,379,1,2,31,No
CASE04096,Family Disputes,Family Law,Inheritance-Intestate,Bihar,Patna,Medium,3,7,7,295,5,3,51.92,Conditional
CASE04097,Criminal Appeals,Criminal Law,IPC-Murder,Karnataka,Gulbarga,High,7,2,6,102,6,6,28.08,No
CASE04098,Consumer Protection,Consumer Law,Products-Electronic,Gujarat,Vadodara,Low,6,5,3,308,4,4,83,Yes
CASE04099,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Madhya Pradesh,Sagar,High,7,9,5,103,3,6,28,No
CASE04100,Corporate & Commercial Law,Corporate Law,Oppression-Mismanagement,Rajasthan,Jodhpur,Medium,9,4,5,254,7,3,55.8,Conditional
CASE04101,Banking & Debt Recovery,Corporate Law,Insolvency,Madhya Pradesh,Bhopal,Medium,2,2,3,324,6,3,38,No
CASE04102,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Assam,Dibrugarh,Medium,1,6,4,186,5,4,37,No
CASE04103,Constitutional Law,Constitutional Law,Writ-Mandamus,Punjab,Ludhiana,Low,8,10,7,157,3,2,41,Conditional
CASE04104,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Uttar Pradesh,Agra,Low,6,8,7,277,4,3,52.44,Conditional
CASE04105,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Kerala,Kollam,Medium,5,9,7,30,5,4,53.9,Conditional
CASE04106,Insurance Claims,Consumer Law,Services-Insurance,West Bengal,Kolkata,Medium,3,8,9,336,10,3,35,No
CASE04107,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Assam,Nagaon,Medium,6,6,9,175,7,5,43,Conditional
CASE04108,Medical Negligence,Civil Law,Torts-Medical Negligence,Bihar,Patna,High,8,7,4,165,5,4,51.04,Conditional
CASE04109,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Haryana,Rohtak,Low,7,10,4,96,4,5,57,Conditional
CASE04110,Intellectual Property,Civil Law,Trade Mark,Haryana,Panipat,Medium,5,4,5,317,2,6,62,Yes
CASE04111,Civil Suits,Civil Law,Contract-Breach,Tamil Nadu,Vellore,Medium,9,9,4,134,1,5,76.22,Yes
CASE04112,Family Disputes,Family Law,Domestic Violence-Physical,Rajasthan,Jodhpur,Medium,9,3,8,128,8,4,63.24,Yes
CASE04113,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Cyber Stalking,Haryana,Ambala,Medium,4,5,3,48,5,3,39,No
CASE04114,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Rajasthan,Ajmer,High,2,8,4,284,3,4,8.37,No
CASE04115,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Delhi,West Delhi,Low,1,4,4,119,9,5,49.68,Conditional
CASE04116,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 21,Madhya Pradesh,Sagar,Low,8,3,6,233,8,4,45,Conditional
CASE04117,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,West Bengal,Durgapur,Low,9,2,4,203,5,3,81,Yes
CASE04118,Criminal Appeals,Criminal Law,IPC-Cheating,Assam,Guwahati,Medium,6,3,9,141,5,3,30,No
CASE04119,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Rajasthan,Bikaner,High,1,1,4,384,8,2,4.65,No
CASE04120,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Tamil Nadu,Vellore,Low,8,4,9,254,6,2,50.47,Conditional
CASE04121,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Gujarat,Ahmedabad,Medium,9,1,4,182,3,4,52,Conditional
CASE04122,Corporate & Commercial Law,Corporate Law,Contract-Breach,Kerala,Kollam,Medium,1,5,6,142,3,4,41.8,Conditional
CASE04123,Insurance Claims,Consumer Law,Torts-Motor Accident,Punjab,Jalandhar,Low,7,3,9,216,2,2,67,Yes
CASE04124,Writ Petitions,Constitutional Law,Writ-Prohibition,Punjab,Ludhiana,High,7,6,3,369,10,2,9,No
CASE04125,Intellectual Property,Civil Law,Copyright,Karnataka,Mangalore,Medium,8,2,7,358,9,3,71.76,Yes
CASE04126,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,West Bengal,Kolkata,Medium,3,7,7,97,4,2,33,No
CASE04127,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Uttar Pradesh,Allahabad,Low,8,5,9,360,8,6,41.4,Conditional
CASE04128,Bail Applications,Criminal Law,IPC-Hurt,Uttar Pradesh,Meerut,Low,7,6,5,89,5,6,53.36,Conditional
CASE04129,Writ Petitions,Constitutional Law,Writ-Quo Warranto,Punjab,Chandigarh,Medium,3,9,6,208,10,4,9,No
CASE04130,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Kerala,Thiruvananthapuram,Low,2,10,3,235,7,4,61.6,Yes
CASE04131,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Hacking,Kerala,Kozhikode,Medium,1,7,5,395,2,5,30.8,No
CASE04132,Corporate & Commercial Law,Corporate Law,Contract-Breach,Bihar,Gaya,Low,9,3,7,268,2,6,59.84,Conditional
CASE04133,Consumer Protection,Consumer Law,Services-Travel,Rajasthan,Jaipur,Medium,6,2,5,122,4,6,59.52,Conditional
CASE04134,Real Estate & RERA,Property Law,Housing-Society,Uttar Pradesh,Ghaziabad,Low,5,5,4,99,5,2,66.24,Yes
CASE04135,Insurance Claims,Consumer Law,Services-Insurance,Punjab,Patiala,Medium,10,1,7,175,9,5,78,Yes
CASE04136,Insurance Claims,Consumer Law,Services-Insurance,Assam,Nagaon,Medium,8,8,7,186,5,4,71,Yes
CASE04137,Intellectual Property,Civil Law,Design,Kerala,Kochi,High,1,10,5,338,10,6,31.9,No
CASE04138,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,West Bengal,Howrah,Low,7,9,4,210,3,3,62,Yes
CASE04139,Consumer Protection,Consumer Law,Services-Travel,Bihar,Muzaffarpur,High,7,1,6,184,9,4,42.24,Conditional
CASE04140,Corporate & Commercial Law,Corporate Law,Director-Conflict,Maharashtra,Navi Mumbai,Medium,7,2,3,272,9,4,50.4,Conditional
CASE04141,Consumer Protection,Consumer Law,Products-Electronic,Tamil Nadu,Chennai,Low,1,1,5,298,5,4,65.92,Yes
CASE04142,Environmental Law,Criminal Law,Environment-Forest,Maharashtra,Aurangabad,Medium,6,1,5,256,6,2,45.15,Conditional
CASE04143,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Haryana,Hisar,Medium,7,1,4,64,9,6,50,Conditional
CASE04144,Intellectual Property,Civil Law,Geographical Indication,Madhya Pradesh,Gwalior,High,5,7,4,45,4,6,44,Conditional
CASE04145,Environmental Law,Criminal Law,Environment-Pollution,Delhi,East Delhi,High,10,1,6,199,9,6,41.04,Conditional
CASE04146,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Phishing,Madhya Pradesh,Jabalpur,Medium,2,6,4,342,10,6,30,No
CASE04147,Corporate & Commercial Law,Corporate Law,Director-Conflict,Kerala,Alappuzha,High,6,9,9,105,7,3,18.7,No
CASE04148,Family Disputes,Family Law,Inheritance-Intestate,Punjab,Amritsar,High,3,5,5,277,2,6,49,Conditional
CASE04149,Family Disputes,Family Law,Maintenance-Spousal,Kerala,Alappuzha,Low,3,1,8,380,8,5,69.3,Yes
CASE04150,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Tamil Nadu,Tirunelveli,Medium,8,4,5,276,1,3,31.93,No
CASE04151,Environmental Law,Criminal Law,Environment-Forest,Punjab,Amritsar,Low,5,5,4,254,2,3,59,Conditional
CASE04152,Civil Suits,Civil Law,Contract-Breach,Madhya Pradesh,Ujjain,High,5,1,8,325,6,5,26,No
CASE04153,Property Disputes,Property Law,Land-Boundary,Assam,Dibrugarh,Medium,9,5,5,320,1,4,66,Yes
CASE04154,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Punjab,Amritsar,Medium,3,10,6,383,8,3,37,No
CASE04155,Human Rights & PIL,Constitutional Law,PIL-Public Interest,Assam,Silchar,Low,8,5,6,201,2,5,46,Conditional
CASE04156,Motor Accident Claims,Civil Law,Torts-Motor Accident,Delhi,West Delhi,High,3,9,8,218,5,3,20.52,No
CASE04157,Bail Applications,Criminal Law,IPC-Murder,Bihar,Gaya,High,9,6,6,393,10,6,29.92,No
CASE04158,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Phishing,Uttar Pradesh,Allahabad,High,7,1,7,231,7,4,22.08,No
CASE04159,Corporate & Commercial Law,Corporate Law,Director-Conflict,Delhi,North Delhi,Medium,10,6,4,108,2,6,70.2,Yes
CASE04160,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Rajasthan,Bikaner,Medium,4,8,8,43,9,3,27.9,No
CASE04161,Family Disputes,Family Law,Divorce-Contested,Punjab,Jalandhar,Medium,7,6,6,250,4,3,71,Yes
CASE04162,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Karnataka,Mysore,Low,1,7,6,111,10,5,41.6,Conditional
CASE04163,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Kerala,Kozhikode,Medium,2,9,8,182,5,6,0,No
CASE04164,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Haryana,Ambala,Medium,7,4,7,38,4,2,42,Conditional
CASE04165,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Karnataka,Hubli,Medium,5,7,5,30,8,6,38.48,No
CASE04166,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Rajasthan,Ajmer,Medium,5,8,7,126,2,3,38.13,No
CASE04167,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Haryana,Gurugram,High,9,4,3,50,3,2,37,No
CASE04168,Insurance Claims,Consumer Law,Services-Insurance,Karnataka,Belgaum,Low,5,4,4,306,6,5,76.96,Yes
CASE04169,Insurance Claims,Consumer Law,Torts-Motor Accident,Delhi,West Delhi,High,10,8,7,144,5,5,61.56,Yes
CASE04170,Company / Insolvency (NCLT-NCLAT),Corporate Law,Arbitration-Enforcement,Uttar Pradesh,Varanasi,High,9,4,5,89,4,6,31.28,No
CASE04171,Labour & Employment Disputes,Labour Law,Wages-Minimum,Kerala,Thrissur,Low,5,1,7,239,2,6,71.5,Yes
CASE04172,Immigration & Passport Matters,Administrative Law,Service-Transfer,West Bengal,Hooghly,Medium,1,5,9,317,6,5,19,No
CASE04173,Banking & Debt Recovery,Corporate Law,Insolvency,West Bengal,Durgapur,Medium,4,1,3,372,10,2,41,Conditional
CASE04174,Company / Insolvency (NCLT-NCLAT),Corporate Law,Oppression-Mismanagement,Rajasthan,Bikaner,Medium,2,6,9,208,5,5,16.74,No
CASE04175,Immigration & Passport Matters,Administrative Law,Service-Transfer,Madhya Pradesh,Sagar,Medium,8,1,7,129,3,3,64,Yes
CASE04176,Immigration & Passport Matters,Administrative Law,Licensing,Maharashtra,Solapur,Medium,2,8,5,138,3,2,38.85,No
CASE04177,Family Disputes,Family Law,Child Custody-Physical,Gujarat,Vadodara,High,7,6,5,161,1,3,55,Conditional
CASE04178,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Tamil Nadu,Vellore,Medium,6,6,7,233,2,4,59.74,Conditional
CASE04179,Family Disputes,Family Law,Inheritance-Intestate,Bihar,Darbhanga,Medium,10,5,6,188,2,3,71.28,Yes
CASE04180,Family Disputes,Family Law,Divorce-Contested,Madhya Pradesh,Bhopal,High,10,8,4,273,6,5,63,Yes
CASE04181,Corporate & Commercial Law,Corporate Law,Director-Conflict,Bihar,Munger,Medium,8,3,3,158,10,5,51.92,Conditional
CASE04182,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Gujarat,Surat,Medium,1,2,6,112,8,2,33,No
CASE04183,Writ Petitions,Constitutional Law,Writ-Habeas Corpus,Delhi,West Delhi,Medium,6,7,6,300,10,4,28.08,No
CASE04184,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Maharashtra,Aurangabad,Medium,5,3,5,375,2,4,45.15,Conditional
CASE04185,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Punjab,Chandigarh,High,6,1,5,207,9,4,24,No
CASE04186,Medical Negligence,Civil Law,Services-Health,Gujarat,Rajkot,Medium,2,2,6,318,8,6,53,Conditional
CASE04187,Medical Negligence,Civil Law,Services-Health,Maharashtra,Nashik,Medium,4,4,3,332,2,2,59.85,Conditional
CASE04188,Family Disputes,Family Law,Maintenance-Spousal,Karnataka,Gulbarga,High,10,6,3,116,2,5,64.48,Yes
CASE04189,Writ Petitions,Constitutional Law,Writ-Prohibition,Maharashtra,Pune,Low,3,7,9,273,7,6,13.65,No
CASE04190,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Madhya Pradesh,Indore,Low,6,1,5,267,9,6,53,Conditional
CASE04191,Medical Negligence,Civil Law,Services-Health,Assam,Dibrugarh,Medium,9,8,6,340,5,4,73,Yes
CASE04192,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Haryana,Ambala,Low,9,1,8,358,2,6,53,Conditional
CASE04193,Immigration & Passport Matters,Administrative Law,Service-Transfer,Uttar Pradesh,Kanpur,Medium,9,2,5,356,6,5,57.96,Conditional
CASE04194,Motor Accident Claims,Civil Law,Torts-Motor Accident,Haryana,Ambala,Low,10,5,8,65,10,3,80,Yes
CASE04195,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Assam,Tinsukia,Medium,4,6,8,81,5,5,23,No
CASE04196,Consumer Protection,Consumer Law,Practices-E-commerce,Punjab,Patiala,Low,4,10,6,198,5,4,69,Yes
CASE04197,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Haryana,Ambala,Medium,8,10,9,224,7,2,37,No
CASE04198,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,Haryana,Faridabad,Low,6,9,6,226,6,2,65,Yes
CASE04199,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Gujarat,Rajkot,Low,10,1,8,250,3,6,54,Conditional
CASE04200,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Delhi,Central Delhi,Low,9,9,4,290,3,5,76.68,Yes
CASE04201,Real Estate & RERA,Property Law,Lease-Residential,Bihar,Gaya,High,9,8,9,370,8,3,26.4,No
CASE04202,Property Disputes,Property Law,Building-Construction,Assam,Dibrugarh,Medium,1,8,8,77,5,4,32,No
CASE04203,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,West Bengal,Siliguri,Medium,4,1,4,227,10,4,51,Conditional
CASE04204,Medical Negligence,Civil Law,Torts-Medical Negligence,Haryana,Hisar,Medium,6,1,4,156,2,2,63,Yes
CASE04205,Consumer Protection,Consumer Law,Practices-Misleading Ads,Gujarat,Ahmedabad,Low,4,6,9,249,3,3,57,Conditional
CASE04206,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Punjab,Patiala,Low,10,6,4,226,2,5,71,Yes
CASE04207,Immigration & Passport Matters,Administrative Law,Service-Transfer,Bihar,Gaya,Low,1,10,6,170,10,5,50.16,Conditional
CASE04208,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Karnataka,Davangere,Low,9,7,3,219,3,4,66.56,Yes
CASE04209,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Maharashtra,Nashik,Medium,7,6,3,121,10,3,52.5,Conditional
CASE04210,Consumer Protection,Consumer Law,Services-Travel,Haryana,Faridabad,High,10,4,7,291,3,5,50,Conditional
CASE04211,Bail Applications,Criminal Law,IPC-Murder,Punjab,Bathinda,High,5,6,8,210,7,5,2,No
CASE04212,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Punjab,Chandigarh,Medium,6,9,6,141,9,5,45,Conditional
CASE04213,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Phishing,Maharashtra,Mumbai,Medium,5,1,6,124,8,6,36.75,No
CASE04214,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Gujarat,Vadodara,Low,10,10,3,235,9,6,71,Yes
CASE04215,Consumer Protection,Consumer Law,Services-Health,Maharashtra,Nagpur,Low,2,9,4,190,6,6,68.25,Yes
CASE04216,Insurance Claims,Consumer Law,Torts-Motor Accident,Madhya Pradesh,Indore,High,7,10,8,277,4,5,34,No
CASE04217,Medical Negligence,Civil Law,Services-Health,Kerala,Thrissur,Low,2,4,3,182,5,2,81.4,Yes
CASE04218,Consumer Protection,Consumer Law,Services-Travel,Madhya Pradesh,Ujjain,Medium,7,3,5,230,4,4,61,Yes
CASE04219,Real Estate & RERA,Property Law,Building-Construction,Kerala,Kozhikode,High,7,9,5,354,4,5,39.6,No
CASE04220,Writ Petitions,Constitutional Law,Writ-Prohibition,Tamil Nadu,Tiruchirappalli,Medium,10,9,9,381,6,5,15.45,No
CASE04221,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Haryana,Faridabad,Medium,2,8,5,132,3,5,32,No
CASE04222,Insurance Claims,Consumer Law,Services-Insurance,Tamil Nadu,Erode,Medium,4,3,6,32,2,6,62.83,Yes
CASE04223,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 14,Assam,Jorhat,Medium,8,3,8,36,2,5,13,No
CASE04224,Banking & Debt Recovery,Corporate Law,Insolvency,Maharashtra,Nagpur,Medium,3,7,5,232,8,6,42,Conditional
CASE04225,Writ Petitions,Constitutional Law,Writ-Mandamus,West Bengal,Asansol,Medium,10,3,9,192,10,2,17,No
CASE04226,Civil Suits,Civil Law,Contract-Breach,Punjab,Amritsar,Medium,7,8,7,150,7,3,68,Yes
CASE04227,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Cyber Stalking,Rajasthan,Jaipur,Medium,8,1,7,319,1,4,43.71,Conditional
CASE04228,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Maharashtra,Thane,Medium,2,7,9,349,2,6,15.75,No
CASE04229,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,West Bengal,Howrah,Low,10,2,7,275,8,4,74,Yes
CASE04230,Family Disputes,Family Law,Divorce-Contested,Delhi,West Delhi,High,3,7,7,70,2,3,50.76,Conditional
CASE04231,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Tamil Nadu,Salem,Low,9,10,8,189,9,2,52.53,Conditional
CASE04232,Writ Petitions,Constitutional Law,Writ-Quo Warranto,Haryana,Ambala,Medium,9,3,6,32,1,4,37,No
CASE04233,Motor Accident Claims,Civil Law,Torts-Motor Accident,Rajasthan,Kota,Low,9,9,4,379,7,5,87.42,Yes
CASE04234,Family Disputes,Family Law,Domestic Violence-Physical,Kerala,Alappuzha,Low,9,8,8,165,6,3,90.2,Yes
CASE04235,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Hacking,Maharashtra,Mumbai,High,5,6,5,269,3,3,23.1,No
CASE04236,Criminal Appeals,Criminal Law,IPC-Murder,Karnataka,Belgaum,High,10,8,7,243,8,4,38.48,No
CASE04237,Banking & Debt Recovery,Corporate Law,Contract-Breach,Uttar Pradesh,Lucknow,Low,5,5,9,271,9,3,44.16,Conditional
